gene,token_id,norm,dist_from_centroid,cos_to_centroid,norm_zscore,dist_zscore,cos_zscore,is_outlier,pca_1,pca_2,isolation_score,isolation_zscore,anomaly_score
A1BG,0,26.154284,26.150537,0.019785438,-2.245005,-2.2490313,0.30551922,False,-0.738221,0.46714842,0.87882537,1.4673624,2.2490313
A1CF,1,27.28093,27.276068,0.024052758,-0.60055995,-0.60607,0.42642322,False,0.46210912,-1.1972187,0.86804235,-1.1731281,1.1731281
A2M,2,27.288197,27.283773,0.02228929,-0.5899531,-0.5948218,0.3764597,False,-0.6156288,1.7600561,0.877425,1.1244515,1.1244515
A2ML1,3,27.40072,27.384,0.071532145,-0.42571378,-0.44851774,1.7716347,False,0.21221463,-1.4670208,0.86774045,-1.2470552,1.7716347
A3GALT2,4,27.73513,27.726425,0.039376844,0.06238839,0.051326707,0.86059344,False,0.76292276,-2.360267,0.868159,-1.1445643,1.1445643
A4GALT,5,27.229483,27.222183,0.033832565,-0.67565155,-0.68472636,0.7035099,False,-0.90335065,1.5230315,0.87768394,1.1878551,1.1878551
A4GNT,6,27.730875,27.72636,0.02258906,0.056177393,0.051232044,0.38495293,False,-0.89908266,-0.6539606,0.87614024,0.8098415,0.8098415
AAAS,7,27.57232,27.576994,-0.014197034,-0.17524707,-0.16680135,-0.6572904,False,-0.7144915,-0.3167762,0.87659615,0.9214839,0.9214839
AACS,8,27.39425,27.388906,0.025968669,-0.43515694,-0.44135678,0.48070586,False,-1.028807,1.0794127,0.8714504,-0.33857608,0.48070586
AADAC,9,28.618069,28.62756,-0.03367919,1.3511193,1.3667326,-1.2092694,False,-1.7047758,-1.1224803,0.87299937,0.040721957,1.3667326
AADACL2,10,27.999813,27.996943,0.015958583,0.4487176,0.44620684,0.19709471,False,-0.5569295,0.43609077,0.873082,0.060951576,0.4487176
AADACL3,11,28.378048,28.376228,0.011690814,1.0007867,0.9998587,0.07617799,False,-0.87492543,-0.17311761,0.8724939,-0.08304944,1.0007867
AADACL4,12,26.92862,26.923117,0.026681751,-1.1147895,-1.1212804,0.5009092,False,0.07325266,-1.2841358,0.87246877,-0.08920882,1.1212804
AADAT,13,28.367857,28.37053,-0.006309734,0.98591197,0.99153954,-0.4338232,False,-0.5053767,-1.5900093,0.8693837,-0.8446668,0.99153954
AAGAB,14,27.374277,27.364162,0.045084666,-0.4643105,-0.47747618,1.0223105,False,-1.6458417,0.14483957,0.8748266,0.48816723,1.0223105
AAK1,15,27.722128,27.715887,0.029503599,0.043410182,0.035944007,0.58085936,False,-1.536743,-0.26209012,0.87271386,-0.029191367,0.58085936
AAMDC,16,27.411999,27.406925,0.024887254,-0.40925226,-0.41505444,0.45006666,False,-1.7947998,-0.4382757,0.86886436,-0.971839,0.971839
AAMP,17,27.51921,27.503132,0.068948776,-0.25276625,-0.27461946,1.6984413,False,-0.22972152,-1.4434555,0.8771838,1.0653827,1.6984413
AANAT,18,27.509665,27.505747,0.020228885,-0.26669994,-0.27080232,0.3180832,False,-2.2214992,1.5566503,0.87647074,0.89077455,0.89077455
AAR2,19,26.435024,26.42489,0.045319755,-1.8352376,-1.8485521,1.0289712,False,-0.024564197,-0.43090844,0.8707455,-0.51119924,1.8485521
AARD,20,27.668129,27.661125,0.03257706,-0.035406318,-0.043993127,0.6679383,False,-0.30090457,-0.6314702,0.87221754,-0.15072963,0.6679383
AARS1,21,27.48448,27.478056,0.030274762,-0.30345926,-0.31122333,0.6027084,False,0.7054627,0.026024804,0.86651057,-1.5482225,1.5482225
AARS2,22,27.036083,27.046076,-0.035431806,-0.95793605,-0.9417942,-1.2589254,False,2.1093717,1.2420598,0.87276477,-0.016726654,1.2589254
AARSD1,23,27.249847,27.24711,0.015544317,-0.64592725,-0.6483397,0.1853575,False,-0.9591965,-1.0104159,0.8788055,1.4625021,1.4625021
AASDH,24,26.739317,26.73238,0.032459117,-1.3910941,-1.399703,0.6645967,False,0.3150221,1.6745517,0.8794158,1.6119473,1.6119473
AASDHPPT,25,28.428272,28.438974,-0.03850948,1.0740937,1.0914505,-1.3461237,False,-0.6711839,-1.268598,0.8759925,0.7736588,1.3461237
AASS,26,27.630575,27.630804,0.0035937035,-0.09021957,-0.088253535,-0.15323368,False,1.6176794,-0.86526334,0.87324446,0.100739405,0.15323368
AATF,27,27.559828,27.563105,-0.008599202,-0.19348197,-0.18707588,-0.49868962,False,-0.30265644,0.62533563,0.8727282,-0.025673807,0.49868962
AATK,28,27.191051,27.198309,-0.02449757,-0.7317454,-0.7195762,-0.9491307,False,-0.2875279,0.94537127,0.8688839,-0.9670516,0.9670516
ABAT,29,27.63893,27.636248,0.015256689,-0.078025855,-0.08030743,0.17720827,False,-0.39900973,1.1155818,0.872824,-0.002218544,0.17720827
ABCA1,30,27.672554,27.674467,-0.0031600834,-0.028947545,-0.024517655,-0.3445856,False,0.80117816,0.7591554,0.8736249,0.19390365,0.3445856
ABCA10,31,27.369379,27.375198,-0.01876329,-0.4714597,-0.4613668,-0.786664,False,2.7909913,-2.525986,0.87717515,1.0632664,1.0632664
ABCA12,32,28.812963,28.802109,0.047819052,1.6355864,1.6215258,1.0997826,False,0.37093678,1.4444464,0.8702143,-0.64127594,1.6355864
ABCA13,33,27.496939,27.50396,-0.023609255,-0.28527448,-0.2734111,-0.92396253,False,-0.5273099,2.00446,0.8723587,-0.116167046,0.92396253
ABCA2,34,28.576527,28.582706,-0.020400563,1.2904848,1.3012594,-0.8330521,False,0.03390834,-0.54515606,0.87241393,-0.102636844,1.3012594
ABCA3,35,27.59915,27.608294,-0.03212983,-0.13608798,-0.12111265,-1.1653721,False,-1.0668895,-0.82481927,0.8739274,0.26797676,1.1653721
ABCA4,36,27.621628,27.612108,0.042665206,-0.1032791,-0.11554425,0.95376104,False,0.30922163,1.9624364,0.8703392,-0.6106834,0.95376104
ABCA5,37,28.640617,28.65858,-0.067653425,1.3840312,1.4120148,-2.1718457,False,-1.1336709,-1.0759617,0.8764065,0.8750404,2.1718457
ABCA6,38,27.0402,27.041159,0.0007684085,-0.95192826,-0.9489719,-0.23328148,False,-0.38430613,1.1842965,0.8743826,0.37944397,0.95192826
ABCA7,39,27.630623,27.641167,-0.0377391,-0.09014998,-0.07312698,-1.324297,False,1.5445439,-1.8151213,0.8741687,0.32706007,1.324297
ABCA8,40,26.991282,27.009893,-0.0699833,-1.0233283,-0.9946105,-2.2378569,False,-0.19078389,-0.64786243,0.8676647,-1.2656063,2.2378569
ABCA9,41,28.492447,28.494606,-0.004271843,1.1677626,1.1726573,-0.3760846,False,-1.9422313,1.717836,0.8637797,-2.2169385,2.2169385
ABCB1,42,26.077343,26.071922,0.026503706,-2.3573067,-2.3637877,0.49586484,False,-1.1765186,1.2016842,0.87018406,-0.648676,2.3637877
ABCB10,43,26.829863,26.851612,-0.08254983,-1.2589343,-1.2256572,-2.5938985,False,0.76980436,1.681311,0.8707994,-0.49799013,2.5938985
ABCB11,44,27.580011,27.575499,0.022612859,-0.16402218,-0.16898416,0.3856272,False,-0.5573051,0.14380646,0.873703,0.213024,0.3856272
ABCB4,45,27.39206,27.388544,0.018640393,-0.4383557,-0.44188577,0.2730772,False,1.644436,1.9059647,0.8797879,1.7030681,1.7030681
ABCB5,46,27.341816,27.340181,0.011116492,-0.5116906,-0.5124819,0.05990598,False,-0.7107739,1.8034338,0.86888075,-0.9678252,0.9678252
ABCB6,47,28.638195,28.649416,-0.040617198,1.3804955,1.3986367,-1.4058406,False,-1.6166626,-0.6504418,0.8719759,-0.20990053,1.4058406
ABCB7,48,25.87091,25.882536,-0.04178157,-2.6586142,-2.640239,-1.4388304,False,0.8973999,-0.10971413,0.873164,0.081035234,2.6586142
ABCB8,49,27.808157,27.81181,-0.010156331,0.1689776,0.17596415,-0.54280704,False,-0.021344725,-1.6911749,0.8704241,-0.5898991,0.5898991
ABCB9,50,27.613224,27.607626,0.026948277,-0.1155452,-0.12208712,0.5084606,False,1.4218951,-1.4660683,0.86567146,-1.7537006,1.7537006
ABCC1,51,27.342266,27.346453,-0.012219335,-0.5110336,-0.5033275,-0.6012572,False,-0.7414703,1.5265425,0.8756932,0.7003739,0.7003739
ABCC10,52,27.856817,27.852844,0.020402297,0.24000183,0.2358634,0.3229964,False,-0.1001622,0.63948935,0.86974895,-0.75522447,0.75522447
ABCC11,53,26.382048,26.37629,0.02780384,-1.9125619,-1.9194963,0.5327009,False,0.08585314,-0.43709284,0.86965674,-0.77780396,1.9194963
ABCC12,54,27.910671,27.908264,0.014110991,0.31860673,0.31676108,0.14474773,False,0.0958875,0.7740912,0.8768624,0.98668283,0.98668283
ABCC2,55,27.204206,27.203114,0.008964259,-0.7125445,-0.7125628,-0.0010722248,False,0.26597914,0.8387651,0.8677368,-1.2479455,1.2479455
ABCC3,56,26.797176,26.798145,0.0007697638,-1.3066429,-1.3037039,-0.23324305,False,0.5510577,0.70523745,0.87345827,0.15309413,1.3066429
ABCC4,57,26.810602,26.819332,-0.030342534,-1.2870467,-1.272777,-1.1147335,False,1.8536263,1.2383015,0.86513317,-1.8855141,1.8855141
ABCC5,58,26.407814,26.405607,0.013568365,-1.8749535,-1.8767004,0.12937377,False,0.13256782,-0.6207983,0.87525713,0.59359187,1.8767004
ABCC6,59,28.45552,28.456665,-0.00020570135,1.1138653,1.1172739,-0.26088047,False,2.80305,-0.5227323,0.87495154,0.5187598,1.1172739
ABCC8,60,27.97652,27.977453,0.00072109344,0.41471994,0.4177579,-0.23462203,False,-0.043973684,-0.20990156,0.87591535,0.754772,0.754772
ABCC9,61,28.030634,28.030254,0.0059751226,0.49370348,0.49483287,-0.08576205,False,0.7740236,-1.2418342,0.87430775,0.36111182,0.49483287
ABCD1,62,26.800632,26.798939,0.011447587,-1.3015983,-1.3025457,0.069286756,False,-1.3748178,1.4035197,0.87985295,1.718992,1.718992
ABCD2,63,27.773363,27.76539,0.036442183,0.11819273,0.1082051,0.77744704,False,1.9702685,1.8062876,0.87767446,1.1855344,1.1855344
ABCD3,64,28.443136,28.446545,-0.009271506,1.0957891,1.102501,-0.51773775,False,-0.6263919,-1.6218563,0.87036544,-0.6042613,1.102501
ABCD4,65,27.705225,27.711374,-0.020142347,0.01873879,0.029356593,-0.8257362,False,-0.6096915,1.417322,0.87630445,0.8500526,0.8500526
ABCE1,66,28.678747,28.674047,0.023178149,1.4396852,1.4345919,0.40164334,False,-1.407552,0.30269033,0.863315,-2.330741,2.330741
ABCF1,67,27.229706,27.235273,-0.017726233,-0.6753258,-0.6656184,-0.75728154,False,-0.21734083,1.3899335,0.871066,-0.43271822,0.75728154
ABCF2,68,27.705582,27.71624,-0.03821292,0.019259388,0.036459085,-1.3377215,False,-0.3596611,0.12968053,0.8750712,0.5480679,1.3377215
ABCF3,69,28.0282,28.013674,0.06265305,0.49015117,0.47062984,1.5200673,False,1.2922409,-1.218697,0.87404644,0.29712433,1.5200673
ABCG1,70,27.24064,27.232931,0.035478625,-0.6593654,-0.6690374,0.750147,False,-0.9651106,0.6546569,0.8726977,-0.0331468,0.750147
ABCG2,71,27.412115,27.409754,0.01401515,-0.40908244,-0.41092548,0.14203233,False,2.913615,-3.12679,0.8697213,-0.76199687,0.76199687
ABCG4,72,28.909815,28.91572,-0.019351965,1.77695,1.7873665,-0.80334264,False,1.9592124,-0.8067076,0.87273914,-0.023002798,1.7873665
ABCG5,73,27.728828,27.733858,-0.015656022,0.05319021,0.062176727,-0.69862723,False,0.13673612,-0.7250605,0.87299716,0.040181916,0.69862723
ABCG8,74,26.72484,26.717752,0.033072148,-1.4122243,-1.4210551,0.68196535,False,-2.3357894,0.081917986,0.86808956,-1.1615683,1.4210551
ABHD1,75,28.449759,28.445387,0.02190925,1.1054549,1.100811,0.3656922,False,1.7136898,0.5012416,0.8731928,0.08808495,1.1054549
ABHD10,76,26.64643,26.64057,0.028156817,-1.5266726,-1.5337205,0.5427016,False,-2.053543,0.65435207,0.873055,0.05433973,1.5337205
ABHD11,77,26.727839,26.719112,0.039625797,-1.4078479,-1.41907,0.8676469,False,0.81664264,0.555014,0.87859094,1.4099576,1.41907
ABHD12,78,26.339605,26.332893,0.031632517,-1.9745104,-1.9828423,0.641177,False,0.5453943,-1.5184096,0.86359274,-2.262725,2.262725
ABHD12B,79,27.27914,27.264973,0.0613346,-0.6031713,-0.62226564,1.4827123,False,0.56405723,1.0264075,0.87128246,-0.3797067,1.4827123
ABHD13,80,28.09684,28.100178,-0.008942577,0.5903373,0.5969016,-0.5084183,False,1.2064577,0.10524716,0.87890565,1.4870229,1.4870229
ABHD14A,81,27.443703,27.449148,-0.017276274,-0.3629774,-0.35342064,-0.74453306,False,-0.8172094,2.7687478,0.8726002,-0.057025336,0.74453306
ABHD14B,82,28.48818,28.481651,0.030542582,1.1615349,1.153747,0.61029637,False,1.7974402,-3.8651364,0.8703047,-0.6191343,1.1615349
ABHD15,83,27.693573,27.69587,-0.0047031012,0.0017316189,0.0067238403,-0.38830322,False,-1.2685056,0.36494645,0.8667523,-1.4890225,1.4890225
ABHD16A,84,27.046347,27.038345,0.03667702,-0.94295555,-0.95307857,0.7841006,False,1.8714815,-1.3771442,0.87896425,1.5013704,1.5013704
ABHD16B,85,29.375868,29.365425,0.046082158,2.457198,2.443811,1.0505719,False,-0.35189655,-1.0153278,0.87505645,0.5444482,2.457198
ABHD17A,86,27.551449,27.563385,-0.043317366,-0.20571187,-0.18666661,-1.4823433,False,-1.0372744,1.3667787,0.87187374,-0.23491752,1.4823433
ABHD17B,87,27.285124,27.28661,-0.0013808919,-0.594438,-0.59068173,-0.29417658,False,-1.077257,1.0556192,0.87599885,0.7752205,0.7752205
ABHD17C,88,26.700945,26.678444,0.09480531,-1.4471017,-1.4784347,2.4310224,False,-0.061347537,-0.74499464,0.8762127,0.82758987,2.4310224
ABHD18,89,27.201454,27.205904,-0.013249748,-0.71656173,-0.70848954,-0.6304514,True,-1.1500697,-0.8848873,0.86035633,-3.0552416,3.0552416
ABHD2,90,27.421106,27.429005,-0.02710709,-0.39595887,-0.38282457,-1.0230651,False,-0.4159414,-0.5280697,0.8821653,2.2852316,2.2852316
ABHD3,91,28.2923,28.28852,0.019556701,0.8756285,0.8718301,0.29903853,False,1.8771544,0.90745234,0.8767934,0.969781,0.969781
ABHD4,92,28.110023,28.121239,-0.040518973,0.60958,0.6276447,-1.4030577,False,-1.1227145,-0.8301409,0.872143,-0.16898882,1.4030577
ABHD5,93,28.54752,28.555443,-0.027383475,1.2481464,1.261462,-1.0308957,False,-1.6618737,0.4477708,0.8804558,1.8666128,1.8666128
ABHD6,94,26.855316,26.861526,-0.020246163,-1.2217824,-1.211185,-0.8286776,False,1.9749327,-1.1827176,0.87124395,-0.3891355,1.2217824
ABHD8,95,28.044508,28.055174,-0.038300745,0.513954,0.53120846,-1.3402097,False,2.5167563,-2.2154465,0.8803075,1.8302988,1.8302988
ABI1,96,28.329527,28.315773,0.059513517,0.9299657,0.9116107,1.4311165,False,-1.4981508,1.3605547,0.8652376,-1.8599426,1.8599426
ABI2,97,27.25307,27.246822,0.029622095,-0.64122236,-0.6487601,0.58421665,False,-0.2746563,1.4334242,0.8720622,-0.18876597,0.6487601
ABI3,98,27.910889,27.90701,0.02001796,0.3189241,0.31492907,0.31210715,False,-1.5638816,-0.8961761,0.8729491,0.028417796,0.3189241
ABI3BP,99,27.767447,27.775352,-0.02719745,0.10955691,0.122746974,-1.0256252,False,-1.6828802,1.2560978,0.8659195,-1.6929679,1.6929679
ABITRAM,100,29.171804,29.161129,0.047044158,2.1593482,2.1455956,1.0778279,False,0.17136708,0.22484045,0.875317,0.6082459,2.1593482
ABL1,101,26.791853,26.79707,-0.016245982,-1.3144128,-1.3052741,-0.7153423,False,0.0833544,0.56970453,0.87448037,0.4033809,1.3144128
ABL2,102,26.775883,26.771599,0.021821706,-1.3377229,-1.3424543,0.36321184,False,-2.1980429,-0.96522015,0.8766676,0.9389841,1.3424543
ABLIM1,103,27.135712,27.125189,0.04675074,-0.812519,-0.82631123,1.0695146,False,0.18751116,0.6795412,0.87427443,0.3529528,1.0695146
ABLIM2,104,27.174267,27.161623,0.055244386,-0.7562442,-0.7731275,1.3101611,False,-1.723962,-0.048182026,0.8774416,1.128509,1.3101611
ABLIM3,105,27.860674,27.86542,-0.014540269,0.24563098,0.25421962,-0.66701514,False,-0.9988934,1.4356658,0.8771777,1.0638939,1.0638939
ABO,106,26.577103,26.569895,0.033571936,-1.627861,-1.6368862,0.6961257,False,-0.028624212,-1.4010979,0.87419987,0.3346936,1.6368862
ABR,107,27.459106,27.463297,-0.012249009,-0.3404942,-0.33276746,-0.6020979,False,0.77932155,-1.0054984,0.8762368,0.8334865,0.8334865
ABRA,108,27.658579,27.66675,-0.028247828,-0.04934557,-0.035782523,-1.055385,False,2.0298843,2.418661,0.875618,0.68195415,1.055385
ABRACL,109,28.292744,28.296131,-0.00916872,0.8762771,0.88293904,-0.51482546,False,-1.6353278,-1.2160842,0.87737244,1.1115781,1.1115781
ABRAXAS1,110,27.541836,27.53981,0.0126499245,-0.219743,-0.2210793,0.103352025,False,-2.1820312,0.56231993,0.87511253,0.5581827,0.5581827
ABRAXAS2,111,27.556028,27.54531,0.0474766,-0.1990276,-0.21305247,1.09008,False,1.8515731,0.18968932,0.8754427,0.6390282,1.09008
ABT1,112,27.712353,27.72167,-0.032843,0.029142423,0.044385698,-1.185578,False,1.0236585,-0.24110335,0.8613032,-2.8233745,2.8233745
ABTB1,113,28.134142,28.139124,-0.015534802,0.6447831,0.65375215,-0.69519275,False,-1.0431188,-0.06751195,0.87581503,0.73020744,0.73020744
ABTB2,114,27.1,27.100462,0.0027571702,-0.864643,-0.8624056,-0.1769348,False,-2.290897,0.20499973,0.8741231,0.31589437,0.864643
ACAA1,115,27.380215,27.384186,-0.011357441,-0.45564407,-0.44824767,-0.57683754,False,0.716779,-1.1262532,0.8777603,1.2065521,1.2065521
ACAA2,116,26.343168,26.334175,0.0407743,-1.96931,-1.9809713,0.9001869,False,-1.2659426,-0.0926954,0.87077063,-0.5050399,1.9809713
ACACA,117,28.547623,28.550919,-0.008833086,1.2482967,1.2548579,-0.50531614,False,-1.5793738,-0.63749146,0.8777956,1.2151928,1.2548579
ACACB,118,28.389677,28.390156,0.0024694293,1.0177604,1.0201889,-0.18508723,False,-1.4197512,-0.49313238,0.86870784,-1.0101672,1.0201889
ACAD10,119,28.406622,28.410791,-0.01232162,1.042493,1.0503112,-0.6041552,False,1.9780691,-1.7440684,0.8682647,-1.1186862,1.1186862
ACAD11,120,27.673939,27.680643,-0.02235831,-0.026926396,-0.015502419,-0.88852006,False,-0.0025711537,-1.6552842,0.8750575,0.54471093,0.88852006
ACAD8,121,28.0563,28.06199,-0.018370178,0.53116435,0.54115915,-0.77552617,False,1.7131304,-0.042868305,0.87185204,-0.24023035,0.77552617
ACAD9,122,28.137846,28.131666,0.029191645,0.6501895,0.64286596,0.57202095,False,-0.079631895,-0.65397215,0.87059563,-0.54789275,0.6501895
ACADL,123,28.149288,28.15442,-0.016137986,0.66689044,0.6760814,-0.7122825,False,0.5693552,1.3812083,0.8743068,0.3608783,0.7122825
ACADM,124,27.373049,27.368618,0.022312138,-0.46610337,-0.4709723,0.37710705,False,0.96580225,-1.1875608,0.88118476,2.045118,2.045118
ACADS,125,27.421665,27.425085,-0.009157915,-0.39514318,-0.38854608,-0.5145194,False,-0.45887038,-0.9931585,0.8726177,-0.052734204,0.5145194
ACADSB,126,28.15389,28.169897,-0.0597329,0.6736081,0.6986724,-1.947437,False,1.2243108,-0.41599122,0.8805337,1.8856894,1.947437
ACADVL,127,27.977388,27.977964,0.0021578711,0.41598666,0.41850406,-0.19391446,False,-0.27771086,0.902751,0.86781293,-1.2293068,1.2293068
ACAN,128,27.721462,27.720528,0.0082506025,0.04243858,0.042717963,-0.021291928,False,1.6352468,-2.0216115,0.8737798,0.23182324,0.23182324
ACAP1,129,28.85339,28.860653,-0.024787854,1.6945924,1.7069839,-0.95735526,False,0.39130607,-0.6808859,0.86909276,-0.91590834,1.7069839
ACAP2,130,27.710075,27.722923,-0.046995442,0.025818381,0.046214916,-1.5865525,False,2.3219755,-1.7808994,0.882656,2.4053833,2.4053833
ACAP3,131,27.630503,27.638264,-0.026588302,-0.09032536,-0.077364534,-1.0083665,False,0.7770431,-1.4404552,0.8686422,-1.0262371,1.0262371
ACAT1,132,27.842146,27.818844,0.09781948,0.21858765,0.18623227,2.5164216,False,-1.6509683,-1.1596041,0.86725503,-1.3659225,2.5164216
ACAT2,133,27.25917,27.246239,0.05638058,-0.6323193,-0.64961207,1.3423524,False,-0.8314402,0.61873704,0.86909807,-0.9146093,1.3423524
ACBD3,134,27.707804,27.70185,0.028361559,0.022502694,0.015455088,0.54850245,False,-0.35425788,-0.4852413,0.8734497,0.15099235,0.54850245
ACBD4,135,29.253883,29.243103,0.047458943,2.27915,2.2652547,1.0895798,False,0.2442122,0.39172688,0.8755657,0.6691537,2.27915
ACBD5,136,27.930058,27.915346,0.06340749,0.34690285,0.32709882,1.5414425,False,-0.89812994,0.49164468,0.87225497,-0.14156353,1.5414425
ACBD6,137,28.610542,28.603745,0.031602472,1.3401338,1.331969,0.6403257,False,-0.61045563,1.6429584,0.8847596,2.9205086,2.9205086
ACBD7,138,26.341934,26.32162,0.08610361,-1.9711113,-1.999297,2.1844811,False,0.24813266,-0.53442895,0.8738634,0.25230098,2.1844811
ACCS,139,28.391104,28.391233,0.0038726446,1.0198427,1.021762,-0.14533058,False,0.64877385,-0.45708683,0.87472713,0.46380705,1.021762
ACCSL,140,27.328238,27.312317,0.06834303,-0.5315096,-0.55315626,1.681279,False,-0.11822488,0.0807035,0.8712958,-0.37643728,1.681279
ACD,141,26.935404,26.942715,-0.024673551,-1.104887,-1.0926727,-0.95411676,False,0.25450224,-0.12125063,0.8750431,0.54117876,1.104887
ACE,142,26.74199,26.7267,0.06591873,-1.3871938,-1.4079944,1.6125923,False,1.4193571,-0.18898946,0.8780694,1.2822454,1.6125923
ACE2,143,27.96591,27.964407,0.010487994,0.3992328,0.39871398,0.04209905,False,0.36243236,-1.0452079,0.8742758,0.35328853,0.3992328
ACER1,144,27.883804,27.889343,-0.01771968,0.27939197,0.28914183,-0.7570959,False,-1.2640462,-1.9531208,0.86332285,-2.3288143,2.3288143
ACER2,145,26.281887,26.295746,-0.050804205,-2.0587556,-2.0370674,-1.6944644,False,-1.6222576,-0.9011093,0.8713541,-0.3621627,2.0587556
ACER3,146,26.548933,26.554106,-0.016021987,-1.6689771,-1.6599338,-0.70899594,False,0.21382225,-0.31129763,0.8722761,-0.13638207,1.6689771
ACHE,147,27.602608,27.600513,0.0129020475,-0.13104068,-0.1324694,0.11049531,False,1.7504133,1.8840938,0.86981773,-0.738381,0.738381
ACIN1,148,28.16476,28.16343,0.009766557,0.68947387,0.6892312,0.021658914,False,-1.1225845,1.4383254,0.87544215,0.6388969,0.68947387
ACKR1,149,26.702919,26.710073,-0.023999674,-1.4442203,-1.4322643,-0.935024,False,1.2687665,-0.15121308,0.87670004,0.94692415,1.4442203
ACKR2,150,27.00411,27.013784,-0.034154825,-1.0046034,-0.9889307,-1.2227453,False,0.7973134,-0.63561344,0.87591994,0.75589585,1.2227453
ACKR3,151,28.152853,28.148016,0.023815593,0.67209363,0.6667321,0.41970372,False,0.13148916,0.3774269,0.86953354,-0.80797327,0.80797327
ACKR4,152,27.057337,27.050207,0.033179827,-0.92691445,-0.93576366,0.6850162,False,1.5048921,0.25509512,0.8738524,0.24960078,0.93576366
ACLY,153,27.302073,27.315153,-0.04786015,-0.5696998,-0.5490162,-1.6110519,False,-0.55181783,0.72513735,0.8723998,-0.10609602,1.6110519
ACMSD,154,27.478062,27.46716,0.04822575,-0.31282726,-0.32712945,1.1113054,False,-0.84809655,0.5163842,0.87663233,0.93034345,1.1113054
ACO1,155,27.141666,27.159412,-0.066536866,-0.8038275,-0.7763544,-2.1402106,False,-0.6474822,-0.28113306,0.87359065,0.18551114,2.1402106
ACO2,156,27.293388,27.276773,0.07113166,-0.58237517,-0.60503983,1.760288,False,-0.94824755,-0.6830177,0.87300885,0.04304267,1.760288
ACOD1,157,27.201735,27.206337,-0.013861166,-0.7161525,-0.7078575,-0.6477744,False,-0.820307,-0.38035938,0.8733212,0.119524054,0.7161525
ACOT1,158,27.313532,27.297594,0.06842503,-0.55297387,-0.5746475,1.6836022,False,-0.60810757,0.5187273,0.8743159,0.3631114,1.6836022
ACOT11,159,27.374765,27.368721,0.028775403,-0.4635978,-0.47082195,0.56022775,False,-0.7550816,-0.7482358,0.87269527,-0.03374522,0.56022775
ACOT12,160,27.486395,27.490799,-0.013103502,-0.30066416,-0.2926221,-0.62630785,False,0.18482476,0.5864261,0.8729288,0.023440668,0.62630785
ACOT13,161,26.005215,26.006258,0.0006228213,-2.4625847,-2.4596393,-0.23740633,False,-0.19565558,-0.54603755,0.8642918,-2.0915468,2.4625847
ACOT2,162,27.246195,27.2419,0.021797527,-0.6512585,-0.65594614,0.3625268,False,-1.4933282,-0.16228905,0.8718029,-0.2522572,0.65594614
ACOT4,163,27.721975,27.72118,0.007697654,0.043187466,0.04367016,-0.036958363,False,-1.7886287,-0.44859308,0.87750703,1.1445352,1.1445352
ACOT6,164,28.826536,28.805408,0.08897084,1.655397,1.6263424,2.265717,False,-1.9376221,0.10160548,0.8682659,-1.1183797,2.265717
ACOT7,165,27.707216,27.695251,0.052439522,0.021645237,0.00582176,1.2306923,False,-2.0733368,-0.16203324,0.8728155,-0.004305727,1.2306923
ACOT8,166,27.732796,27.740082,-0.024708332,0.058980834,0.07126157,-0.95510215,False,0.0639039,-0.44368795,0.8776096,1.1696543,1.1696543
ACOT9,167,28.113352,28.120022,-0.0222866,0.61443794,0.6258684,-0.8864883,False,0.32363483,-1.6326855,0.87281275,-0.004977128,0.8864883
ACOX1,168,27.76916,27.760647,0.038597986,0.1120569,0.1012808,0.8385264,False,-0.55356467,0.5932897,0.87122834,-0.3929596,0.8385264
ACOX2,169,27.624704,27.622154,0.014738217,-0.09878858,-0.10087988,0.16251865,False,0.8109805,-1.4976935,0.87297165,0.033934966,0.16251865
ACOX3,170,27.387413,27.390133,-0.006340881,-0.4451374,-0.43956652,-0.43470567,False,0.8807118,-0.4613489,0.8686241,-1.0306742,1.0306742
ACOXL,171,27.366682,27.365343,0.009925878,-0.47539622,-0.47575277,0.026172867,False,0.3090167,0.38178277,0.877549,1.1548104,1.1548104
ACP1,172,26.911404,26.914991,-0.009738048,-1.1399175,-1.133141,-0.53095603,False,0.9884629,0.12345951,0.87887466,1.4794331,1.4794331
ACP2,173,28.005363,27.992363,0.056536358,0.45681888,0.43952197,1.346766,False,-0.3947533,-1.2681173,0.8719635,-0.21293643,1.346766
ACP3,174,28.634645,28.629568,0.024699638,1.3753146,1.3696643,0.444751,False,0.17373589,-2.1128411,0.8768061,0.9728899,1.3753146
ACP4,175,27.706444,27.691525,0.06427149,0.020517735,0.00038143524,1.5659218,False,-1.5838016,-0.3161364,0.878037,1.2743053,1.5659218
ACP5,176,27.958147,27.968645,-0.03760958,0.3879021,0.40490046,-1.3206273,False,0.6599143,-0.18529387,0.8746106,0.43527249,1.3206273
ACP6,177,28.221838,28.21592,0.028136142,0.77278364,0.76585233,0.5421158,False,1.0426763,1.7753726,0.86769235,-1.2588339,1.2588339
ACP7,178,28.101738,28.097198,0.022624724,0.5974865,0.59255266,0.38596338,False,1.7026101,1.5087453,0.8753764,0.62279785,0.62279785
ACR,179,28.902298,28.908718,-0.021410987,1.7659785,1.7771457,-0.86168003,False,-0.8731828,-0.5388836,0.87333286,0.12238481,1.7771457
ACRBP,180,28.906708,28.90896,-0.004719173,1.7724149,1.7774993,-0.38875857,False,0.058267664,0.18930382,0.87305915,0.055361427,1.7774993
